LoanNumber,DateApproved,SBAOfficeCode,ProcessingMethod,BorrowerName,BorrowerAddress,BorrowerCity,BorrowerState,BorrowerZip,LoanStatusDate,LoanStatus,Term,SBAGuarantyPercentage,InitialApprovalAmount,CurrentApprovalAmount,UndisbursedAmount,FranchiseName,ServicingLenderLocationID,ServicingLenderName,ServicingLenderAddress,ServicingLenderCity,ServicingLenderState,ServicingLenderZip,RuralUrbanIndicator,HubzoneIndicator,LMIIndicator,BusinessAgeDescription,ProjectCity,ProjectCountyName,ProjectState,ProjectZip,CD,JobsReported,NAICSCode,Race,Ethnicity,UTILITIES_PROCEED,PAYROLL_PROCEED,MORTGAGE_INTEREST_PROCEED,RENT_PROCEED,REFINANCE_EIDL_PROCEED,HEALTH_CARE_PROCEED,DEBT_INTEREST_PROCEED,BusinessType,OriginatingLenderLocationID,OriginatingLender,OriginatingLenderCity,OriginatingLenderState,Gender,Veteran,NonProfit,ForgivenessAmount,ForgivenessDate
5573548304,01/25/2021,1084,PPS,DENALI FAMILY SERVICES,6401 A St,Anchorage,AK,99518-1824,03/10/2022,Paid in Full,60,100,1328227.0,1328227.0,0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,N,N,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99518-1824,AK-,117,621498.0,Unanswered,Unknown/NotStated,1.0,1328224.0,,,,,,Non-Profit Organization,116975,Northrim Bank,ANCHORAGE,AK,Unanswered,Unanswered,Y,1341472.88,02/01/2022
2293258302,01/20/2021,1084,PPS,ANCHORAGE HOTEL PORTFOLIO LLC,813 D St Ste 200,Anchorage,AK,99501-3510,10/06/2021,Paid in Full,60,100,1327784.0,1327784.0,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,Y,N,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99501-3510,AK-,175,721110.0,Unanswered,Unknown/NotStated,1.0,1327779.0,,,,,,Limited  Liability Company(LLC),3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,1335750.7,09/09/2021
8115058709,04/07/2021,1084,PPS,ARCTIC CIRCLE ENTERPRISES LLC,3812 Spenard Rd # 100,Anchorage,AK,99517-2679,02/10/2022,Paid in Full,60,100,1316162.0,1316162.0,0,,518683,Endeavor Bank,"750 B St, Ste 3110",SAN DIEGO,CA,92101-8105,U,N,N,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99517-2679,AK-,159,423990.0,Unanswered,Unknown/NotStated,1.0,1316160.0,,,,,,Corporation,518683,Endeavor Bank,SAN DIEGO,CA,Unanswered,Unanswered,,1236365.2,01/14/2022
4146668600,03/18/2021,1084,PPS,ALASKA EXCURSIONS,2 Mile Klondike Highway,Skagway,AK,99840,,Exemption 4,60,100,1314722.5,1314722.5,0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,R,N,N,Existing or more than 2 years old,Skagway,SKAGWAY,AK,99840,AK-,140,488999.0,White,Not Hispanic or Latino,1.0,1314717.5,,,,,,Corporation,116975,Northrim Bank,ANCHORAGE,AK,Male Owned,Non-Veteran,,,
5859547009,04/06/2020,1084,PPP,"ALASKA EXCURSIONS, INC.",2 Mile Klondike Highway PO box 440,SKAGWAY,AK,99840-0440,,Exemption 4,60,100,721455.0,1314722.5,0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,R,N,N,Existing or more than 2 years old,SKAGWAY,SKAGWAY,AK,99840-0440,AK-,75,487110.0,White,Not Hispanic or Latino,,1314722.5,,,,,,Corporation,116975,Northrim Bank,ANCHORAGE,AK,Male Owned,Non-Veteran,,897196.61,08/30/2021
6022887205,04/27/2020,1084,PPP,NEESER CONSTRUCTION,2501 BLUEBERRY ROAD,ANCHORAGE,AK,99503,09/08/2021,Paid in Full,24,100,1313944.97,1313944.97,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,N,Y,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99503-0100,AK-,89,236115.0,Unanswered,Unknown/NotStated,6069.97,1307875.0,,,,,,Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,1330432.28,08/03/2021
7076357101,04/14/2020,1084,PPP,"RIM ARCHITECTS, LLC",645 G Street,ANCHORAGE,AK,99501-3437,04/20/2021,Paid in Full,24,100,1310060.0,1310060.0,0,,56102,KeyBank National Association,127 Public Sq,CLEVELAND,OH,44114-1217,U,Y,N,Unanswered,ANCHORAGE,ANCHORAGE,AK,99501-3437,AK-,67,541310.0,White,Not Hispanic or Latino,,1310060.0,,,,,,Limited  Liability Company(LLC),56102,KeyBank National Association,CLEVELAND,OH,Unanswered,Unanswered,,1321473.67,03/09/2021
5217488401,02/08/2021,1084,PPS,ALASKA INDEPENDENT COACH TOURS LLC,3900 Arctic Blvd Ste 301,Anchorage,AK,99503-5782,,Exemption 4,24,100,1310000.0,1310000.0,0,,378847,First Sound Bank,"925 Fourth Ave, Ste 2350",SEATTLE,WA,98104-1146,U,Y,Y,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99503-5782,AK-,93,487110.0,Unanswered,Unknown/NotStated,1.0,1309994.0,,,,,,Limited  Liability Company(LLC),378847,First Sound Bank,SEATTLE,WA,Male Owned,Unanswered,,,
2649547203,04/16/2020,1084,PPP,ACCESS ALASKA INC,1217 E 10TH AVENUE,ANCHORAGE,AK,99501,03/12/2021,Paid in Full,24,100,1306462.37,1306462.37,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,Y,Y,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99501-0999,AK-,316,621610.0,Unanswered,Unknown/NotStated,,1301462.37,,5000.0,,,,Professional Association,3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,1317200.42,02/19/2021
8463067200,04/28/2020,1084,PPP,"WILDFLOWER COURT, INC.",2000 SALMON CREEK LN,JUNEAU,AK,99801-1247,06/19/2021,Paid in Full,24,100,1300428.85,1300428.85,0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,Y,N,Existing or more than 2 years old,JUNEAU,JUNEAU,AK,99801-1247,AK-,117,623110.0,Unanswered,Unknown/NotStated,,1300428.85,,,,,,Corporation,116975,Northrim Bank,ANCHORAGE,AK,Female Owned,Unanswered,,1313931.93,05/17/2021
6018737007,04/06/2020,1084,PPP,"ALASKA INDEPENDENT COACH TOURS, LLC",3900 Arctic Blvd. Suite 301,ANCHORAGE,AK,99503-5711,,Exemption 4,24,100,604600.0,1297700.0,0,,378847,First Sound Bank,"925 Fourth Ave, Ste 2350",SEATTLE,WA,98104-1146,U,Y,Y,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99503-5711,AK-,26,561510.0,Unanswered,Unknown/NotStated,,1297700.0,,,,,,Limited  Liability Company(LLC),378847,First Sound Bank,SEATTLE,WA,Male Owned,Unanswered,,,
5527377010,04/05/2020,1084,PPP,"BERING SEA ENVIRONMENTAL, LLC",3601 C st Ste 1000-31,ANCHORAGE,AK,99503-5921,09/28/2021,Paid in Full,59,100,2239400.0,1285422.0,0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,Y,Y,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99503-5921,AK-,159,541330.0,Unanswered,Unknown/NotStated,,1285422.0,,,,,,Limited  Liability Company(LLC),116975,Northrim Bank,ANCHORAGE,AK,Unanswered,Unanswered,,1302924.87,08/31/2021
9059157108,04/15/2020,1084,PPP,KLEBS MECHANICAL INC,1107 E 72ND AVE,ANCHORAGE,AK,99515,07/08/2021,Paid in Full,24,100,1284635.0,1284635.0,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,N,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99515-0001,AK-,62,236220.0,Unanswered,Unknown/NotStated,40000.0,1153477.0,,56949.0,10000.0,24209.0,,Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,1298889.17,06/03/2021
4917768300,01/23/2021,1084,PPS,ADVANCED PHYSICAL THERAPY INC,1917 Abbott Rd Ste 200,Anchorage,AK,99507-3449,10/13/2021,Paid in Full,60,100,1280000.0,1280000.0,0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,N,N,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99507-3449,AK-,65,621399.0,Unanswered,Unknown/NotStated,1.0,1279997.0,,,,,,Subchapter S Corporation,116975,Northrim Bank,ANCHORAGE,AK,Unanswered,Unanswered,,1287609.86,09/07/2021
5292997100,04/13/2020,1084,PPP,TLINGIT-HAIDA REGIONAL HOUSING AUTHORITY,5446 JENKINS DR,JUNEAU,AK,99801-9511,02/17/2021,Paid in Full,24,100,1269730.0,1269730.0,0,,3501,First Bank,2030 Sea level Dr Ste 300,KETCHIKAN,AK,99901-6440,U,Y,N,Existing or more than 2 years old,JUNEAU,JUNEAU,AK,99801-9511,AK-,75,531190.0,Unanswered,Unknown/NotStated,,1269730.0,,,,,,Non-Profit Organization,3501,First Bank,KETCHIKAN,AK,Unanswered,Unanswered,Y,1279018.16,01/13/2021
7489088402,02/12/2021,1084,PPS,LAND'S END ACQUISITION CORPORATION,4786 Homer Spit Rd,Homer,AK,99603-8001,10/13/2021,Paid in Full,60,100,1260757.96,1260757.96,0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,R,Y,N,Existing or more than 2 years old,Homer,KENAI PENINSULA,AK,99603-8001,AK-,46,721110.0,Unanswered,Unknown/NotStated,1.0,1260752.96,,,,,,Corporation,116975,Northrim Bank,ANCHORAGE,AK,Male Owned,Non-Veteran,,1268253.43,09/27/2021
6159258005,06/29/2020,1084,PPP,"ALASKA UROLOGICAL INSTITUTE, P.C.",188 W Northern Lights suite 800,Anchorage,AK,99503,10/23/2021,Paid in Full,60,100,1774400.0,1256700.0,0,,123499,BayFirst National Bank,700 Central Avenue,Saint Petersburg,FL,33701,U,N,Y,Unanswered,Anchorage,ANCHORAGE,AK,99503-0100,AK-,68,621111.0,Unanswered,Unknown/NotStated,,1256700.0,,,,,,Sole Proprietorship,123499,BayFirst National Bank,Saint Petersburg,FL,Unanswered,Unanswered,,1271229.52,09/13/2021
5761747110,04/14/2020,1084,PPP,"ALASKA RENT-A-CAR, INC.",4900 s aircraft drive,ANCHORAGE,AK,99502-1053,10/06/2021,Paid in Full,24,100,1254510.12,1254510.12,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,N,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99502-1053,AK-,118,532111.0,Unanswered,Unknown/NotStated,10000.0,1224510.12,20000.0,,,,,Employee Stock Ownership Plan(ESOP),3386,First National Bank Alaska,ANCHORAGE,AK,Female Owned,Non-Veteran,,1271798.3,09/09/2021
4871318603,03/20/2021,1084,PPS,ALASKA RENT A CAR INC,4900 S Aircraft Dr,Anchorage,AK,99502-1053,07/02/2022,Paid in Full,60,100,1254510.0,1254510.0,0,Axcess Accident Center,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,N,N,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99502-1053,AK-,87,532111.0,White,Unknown/NotStated,1.0,1254506.0,,,,,,Employee Stock Ownership Plan(ESOP),3386,First National Bank Alaska,ANCHORAGE,AK,Female Owned,Non-Veteran,,1269392.27,06/07/2022
5017907003,04/04/2020,1084,PPP,"ANCHORAGE DAILY NEWS, LLC",300 W 31ST AVE,ANCHORAGE,AK,99503-3878,06/19/2021,Paid in Full,24,100,1251700.0,1251700.0,0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,Y,Y,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99503-3878,AK-,95,511110.0,Unanswered,Unknown/NotStated,,1251700.0,,,,,,Limited  Liability Company(LLC),116975,Northrim Bank,ANCHORAGE,AK,Unanswered,Unanswered,,1265382.97,05/24/2021
4498857203,04/27/2020,1084,PPP,AKEELA INC,360 BENSON BLVD #300,ANCHORAGE,AK,99503-3953,02/06/2021,Paid in Full,24,100,1245782.72,1245782.72,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,Y,Y,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99503-3953,AK-,115,623220.0,Unanswered,Unknown/NotStated,31000.0,1113835.1,,100947.62,,,,Non-Profit Organization,3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,Y,1255032.23,01/27/2021
7040317403,05/15/2020,1084,PPP,"NORTHERN SOLUTIONS, LLC",1270 E 64th Avenue,ANCHORAGE,AK,99509,06/10/2021,Paid in Full,24,100,1236450.62,1236450.62,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,N,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99509-0001,AK-,54,333517.0,White,Not Hispanic or Latino,1500.0,1174950.62,,60000.0,,,,Limited  Liability Company(LLC),3386,First National Bank Alaska,ANCHORAGE,AK,Female Owned,Non-Veteran,,1248578.0,05/13/2021
1814018302,01/19/2021,1084,PPS,ALASKA ARCTIC CATERING & SUPPORT SERVICES INC,3200 C Street Ste 200,Anchorage,AK,99503,06/03/2022,Paid in Full,60,100,1235831.8,1235831.8,0,,202881,"Canyon Community Bank, National Association",7981 N Oracle Rd,TUCSON,AZ,85704-6347,U,Y,Y,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99503,AK-,48,722320.0,Unanswered,Unknown/NotStated,1.0,1235825.8,,,,,,Corporation,202881,"Canyon Community Bank, National Association",TUCSON,AZ,Female Owned,Unanswered,,1251542.1,05/05/2022
2850757405,05/06/2020,1084,PPP,HEARTS AND HANDS OF CARE INC,7521 BRAYTON DR,ANCHORAGE,AK,99507-2667,07/22/2021,Paid in Full,24,100,1233755.0,1233755.0,0,,91852,NuVision FCU,7812 Edinger Ave,HUNTINGTON BEACH,CA,92647-3727,U,N,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99507-2667,AK-,270,621610.0,Unanswered,Not Hispanic or Latino,,1233755.0,,,,,,Corporation,91852,NuVision FCU,HUNTINGTON BEACH,CA,Female Owned,Non-Veteran,,1246971.39,06/11/2021
5030257003,04/04/2020,1084,PPP,"FRESH ALE PUBS, LLC",3300 Old Seward,ANCHORAGE,AK,99503-4129,01/16/2021,Paid in Full,24,100,1682915.0,1232915.0,0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,N,Y,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99503-4129,AK-,230,722511.0,White,Not Hispanic or Latino,,1232915.0,,,,,,Limited  Liability Company(LLC),116975,Northrim Bank,ANCHORAGE,AK,Male Owned,Unanswered,,1231056.6,12/16/2020
2254238304,01/20/2021,1084,PPS,COVENANT HOUSE ALASKA,755 A St,Anchorage,AK,99501-3625,04/07/2022,Paid in Full,60,100,1226862.0,1226862.0,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,Y,N,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99501-3625,AK-,82,624221.0,Unanswered,Unknown/NotStated,1.0,1226857.0,,,,,,Non-Profit Organization,3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,Y,1240643.19,03/21/2022
8322217008,04/08/2020,1084,PPP,HUNA TOTEM CORPORATION,9301 Glacier Highway,JUNEAU,AK,99801-9306,08/20/2021,Paid in Full,24,100,1311635.0,1207058.0,0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,Y,N,Existing or more than 2 years old,JUNEAU,JUNEAU,AK,99801-9306,AK-,240,921150.0,Unanswered,Unknown/NotStated,,1207058.0,,,,,,Corporation,116975,Northrim Bank,ANCHORAGE,AK,Unanswered,Unanswered,,386725.1,02/09/2021
4601737005,04/04/2020,1084,PPP,"GHEMM COMPANY, INC.",3861 Schacht Street,FAIRBANKS,AK,99701-7362,07/21/2021,Paid in Full,24,100,1207000.0,1207000.0,0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,R,Y,N,Existing or more than 2 years old,FAIRBANKS,FAIRBANKS NORTH STAR,AK,99701-7362,AK-,45,236220.0,Unanswered,Unknown/NotStated,,1207000.0,,,,,,Subchapter S Corporation,116975,Northrim Bank,ANCHORAGE,AK,Male Owned,Unanswered,,1221120.25,06/18/2021
9630857106,04/15/2020,1084,PPP,BAILEYS FURNITURE OUTLET INC,350 W INTERNATIONAL AIRPORT ROAD,ANCHORAGE,AK,99518,06/09/2021,Paid in Full,24,100,1204536.3,1204536.3,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,N,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99518-0517,AK-,138,442110.0,White,Unknown/NotStated,90172.96,663629.05,,404926.45,,45807.84,,Subchapter S Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Male Owned,Non-Veteran,,1216812.67,05/03/2021
9279467109,04/15/2020,1084,PPP,MAT-SU SERVICES FOR CHILDREN & ADULTS INC,1225 W SPRUCE AVE,WASILLA,AK,99654-5326,02/20/2021,Paid in Full,24,100,1201012.0,1201012.0,0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,R,Y,N,Existing or more than 2 years old,WASILLA,MATANUSKA SUSITNA,AK,99654-5326,AK-,107,611710.0,Unanswered,Unknown/NotStated,,1201012.0,,,,,,Non-Profit Organization,116975,Northrim Bank,ANCHORAGE,AK,Unanswered,Unanswered,Y,1209994.91,01/25/2021
4310668701,04/01/2021,1084,PPS,SKAGWAY BREWING COMPANY INC.,204 4th Ave,Skagway,AK,99840,,Exemption 4,60,100,1198862.0,1198862.0,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,R,Y,N,Existing or more than 2 years old,Skagway,SKAGWAY,AK,99840,AK-,93,722511.0,Unanswered,Unknown/NotStated,1.0,1198857.0,,,,,,Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Male Owned,Unanswered,,,
6784147104,04/14/2020,1084,PPP,SOUTH PENINSULA BEHAVIORAL HEALTH SERVICES INC,3948 Ben Walters Lane,HOMER,AK,99603,07/08/2021,Paid in Full,24,100,1189664.07,1189664.07,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,R,Y,N,Existing or more than 2 years old,HOMER,KENAI PENINSULA,AK,99603-0001,AK-,89,621111.0,Unanswered,Unknown/NotStated,9100.0,1178564.07,,2000.0,,,,Non-Profit Organization,3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,Y,1203516.32,06/22/2021
3563968603,03/17/2021,1084,PPS,ANCHORAGE MUSEUM ASSOCIATION,625 C St,Anchorage,AK,99501-3544,12/10/2021,Paid in Full,60,100,1177057.0,1177057.0,0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,Y,Y,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99501-3544,AK-,60,813410.0,Unanswered,Not Hispanic or Latino,1.0,1177052.0,,,,,,Corporation,116975,Northrim Bank,ANCHORAGE,AK,Female Owned,Non-Veteran,,1184635.31,11/22/2021
9325567008,04/09/2020,1084,PPP,ANCHORAGE MUSEUM ASSOCIATION,625 C ST,ANCHORAGE,AK,99501-3544,02/20/2021,Paid in Full,24,100,1177057.0,1177057.0,0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,Y,N,New Business or 2 years or less,ANCHORAGE,ANCHORAGE,AK,99501-3544,AK-,79,712110.0,Unanswered,Unknown/NotStated,,1177057.0,,,,,,Corporation,116975,Northrim Bank,ANCHORAGE,AK,Unanswered,Unanswered,,1185989.73,01/25/2021
6864797100,04/14/2020,1084,PPP,BRECHAN CONSTRUCTION LLC,2705 MILL BAY ROAD,KODIAK,AK,99615,07/08/2021,Paid in Full,24,100,1176075.59,1176075.59,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,R,Y,N,Existing or more than 2 years old,KODIAK,KODIAK ISLAND,AK,99615-0001,AK-,39,532412.0,Unanswered,Unknown/NotStated,,975877.17,,,,200198.42,,Limited  Liability Company(LLC),3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,1189479.63,06/11/2021
7892487103,04/14/2020,1084,PPP,INTEGRITY LLC,802 Gambell St,ANCHORAGE,AK,99501,02/06/2021,Paid in Full,24,100,1171475.67,1171475.67,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,Y,Y,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99501-0999,AK-,97,811121.0,Unanswered,Unknown/NotStated,100213.0,696974.67,,374288.0,,,,Limited  Liability Company(LLC),3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,1180205.57,01/20/2021
7224527107,04/14/2020,1084,PPP,CORDOVA COMMUNITY HOSPITAL,602 CHASE AVENUE,CORDOVA,AK,99574,02/06/2021,Paid in Full,24,100,1154520.2,1154520.2,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,R,Y,N,Existing or more than 2 years old,CORDOVA,Copper River,AK,99574-0001,AK-,61,622110.0,Unanswered,Unknown/NotStated,216621.2,923616.0,,14283.0,,,,Non-Profit Organization,3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,Y,1162712.55,01/07/2021
7434257107,04/14/2020,1084,PPP,"MARITIME HELICOPTERS, INC",3520 FAA RD,HOMER,AK,99603-8000,08/20/2021,Paid in Full,24,100,1147409.0,1147409.0,0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,R,Y,N,Existing or more than 2 years old,HOMER,KENAI PENINSULA,AK,99603-8000,AK-,70,481111.0,Unanswered,Unknown/NotStated,,1147409.0,,,,,,Corporation,116975,Northrim Bank,ANCHORAGE,AK,Unanswered,Unanswered,,1161429.39,07/13/2021
4832597008,04/04/2020,1084,PPP,MAGTEC ALASKA LLC,43385 KENAI SPUR HWY,KENAI,AK,99611-9704,08/24/2021,Paid in Full,24,100,1146500.0,1146500.0,0,,52827,Bank Forward,390 Wheat St,HANNAFORD,ND,58448-4801,R,Y,N,Existing or more than 2 years old,KENAI,KENAI PENINSULA,AK,99611-9704,AK-,67,532490.0,Unanswered,Unknown/NotStated,,917267.0,,229233.0,,,,Limited  Liability Company(LLC),52827,Bank Forward,HANNAFORD,ND,Unanswered,Unanswered,,1155232.25,01/20/2021
9731438300,01/31/2021,1084,PPS,MAGTEC ALASKA LLC,43385 Kenai Spur Hwy,Kenai,AK,99611-9704,09/25/2021,Paid in Full,60,100,1146225.0,1146225.0,0,,52827,Bank Forward,390 Wheat St,HANNAFORD,ND,58448-4801,R,Y,N,Existing or more than 2 years old,Kenai,KENAI PENINSULA,AK,99611-9704,AK-,116,561990.0,Unanswered,Unknown/NotStated,1.0,1146222.0,,,,,,Limited  Liability Company(LLC),52827,Bank Forward,HANNAFORD,ND,Unanswered,Unanswered,,1152694.11,08/31/2021
7293757001,04/07/2020,1084,PPP,PRESBYTERIAN HOSPITALITY HOUSE INC,209 Forty Mile Ave,FAIRBANKS,AK,99701-3110,11/10/2020,Paid in Full,24,100,1144893.57,1144893.57,0,,3495,Denali State Bank,119 N Cushman St,FAIRBANKS,AK,99701-2879,R,N,N,Existing or more than 2 years old,FAIRBANKS,FAIRBANKS NORTH STAR,AK,99701-3110,AK-,163,623990.0,Unanswered,Unknown/NotStated,,1144893.57,,,,,,Non-Profit Organization,3495,Denali State Bank,FAIRBANKS,AK,Unanswered,Unanswered,Y,1151285.89,11/03/2020
1759208503,02/19/2021,1084,PPS,PRINCE WILLIAM SOUND AQUACULTURE CORPORATION,500 1ST ST,CORDOVA,AK,99574,09/23/2021,Paid in Full,60,100,1139524.0,1139524.0,0,,9551,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,R,Y,N,Existing or more than 2 years old,CORDOVA,Copper River,AK,99574,AK-,64,112511.0,Unanswered,Unknown/NotStated,1.0,1139518.0,,,,,,Non-Profit Organization,9551,"Bank of America, National Association",CHARLOTTE,NC,Unanswered,Unanswered,Y,1144987.47,08/18/2021
8009177100,04/15/2020,1084,PPP,KATMAI GOVERNMENT SERVICES,"11001 O'MALLEY CENTRE DRIVE, Suite 204",ANCHORAGE,AK,99515-3096,07/22/2021,Paid in Full,24,100,1131100.0,1131100.0,0,,225134,Truist Bank,214 N Tryon St,CHARLOTTE,NC,28202-1078,U,N,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99515-3096,AK-,60,551114.0,Unanswered,Unknown/NotStated,,1131100.0,,,,,,Limited  Liability Company(LLC),225134,Truist Bank,CHARLOTTE,NC,Unanswered,Unanswered,,1144139.07,06/11/2021
6527917109,04/14/2020,1084,PPP,COVENANT HOUSE ALASKA,755 A STREET,ANCHORAGE,AK,99510,05/12/2021,Paid in Full,24,100,1129910.0,1129910.0,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,N,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99510-0001,AK-,77,624221.0,Unanswered,Unknown/NotStated,41000.0,905929.34,,9000.0,,169980.66,4000.0,Non-Profit Organization,3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,Y,1140528.06,04/01/2021
3407557110,04/11/2020,1084,PPP,"GENEVA WOODS HEALTH SUPPLIES, LLC",501 W International Airport Rd,ANCHORAGE,AK,99518,02/24/2021,Paid in Full,24,100,1125000.0,1125000.0,0,,56102,KeyBank National Association,127 Public Sq,CLEVELAND,OH,44114-1217,U,Y,Y,Unanswered,ANCHORAGE,ANCHORAGE,AK,99518-0517,AK-,98,621610.0,Unanswered,Unknown/NotStated,,1125000.0,,,,,,Limited  Liability Company(LLC),56102,KeyBank National Association,CLEVELAND,OH,Unanswered,Unanswered,,1133260.27,01/14/2021
4766988200,08/06/2020,1084,PPP,F & W CONSTRUCTION COMPANY INC.,3821 Dee Circle,ANCHORAGE,AK,99516-1528,09/08/2021,Paid in Full,60,100,1118517.05,1118517.05,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,N,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99516-1528,AK-,24,236220.0,Unanswered,Unknown/NotStated,,1110662.23,,3600.0,,,4254.82,Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,1129303.84,08/02/2021
6614728410,02/10/2021,1084,PPS,FLOWLINE ALASKA INC.,1881 Livengood Ave,Fairbanks,AK,99701-2724,02/09/2022,Paid in Full,60,100,1115282.0,1115282.0,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,R,N,N,Existing or more than 2 years old,Fairbanks,FAIRBANKS NORTH STAR,AK,99701-2724,AK-,46,339999.0,White,Not Hispanic or Latino,1.0,1115279.0,,,,,,Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,1125670.93,01/25/2022
